ID,geneName,ORF,pfam,organism,fullName,Entrez,EC,uniprot,KO,GO
Q9FNA2,PAO,At5g13700,,Arabidopsis thaliana,Polyamine oxidase 1,,1.5.3.16; 1.5.3.17,Q9FNA2; Q7FL79,K13366,GO:0005737; GO:0050660; GO:0052904; GO:0052903; GO:0052895; GO:0052894; GO:0016491; GO:0046592; GO:0052902; GO:0052901; GO:0006598; GO:0046208
Q9LM02,CPH,At5g13710,,Arabidopsis thaliana,Cycloartenol-C-24-methyltransferase,,2.1.1.41,Q9LM02; Q8LKW1,K00559,GO:0005783; GO:0009506; GO:0009536; GO:0005773; GO:0003838; GO:0009793; GO:0032259; GO:0016126
Q9FNA1,MSH12.19,At5g13720,,Arabidopsis thaliana,Uncharacterized protein At5g13720,,,Q9FNA1,,GO:0009507; GO:0009941; GO:0009706; GO:0016021; GO:0009536
Q9ZSL6,SIGD,At5g13730,,Arabidopsis thaliana,"RNA polymerase sigma factor sigD, chloroplastic",,,Q9ZSL6; Q9SXP8,,GO:0009507; GO:0003677; GO:0003700; GO:0016987; GO:0071482; GO:0006352; GO:2001141
Q8RWN2,ZIF1,At5g13740,,Arabidopsis thaliana,Protein ZINC INDUCED FACILITATOR 1,,,Q8RWN2; Q9FKI8,,GO:0016021; GO:0009705; GO:0005886; GO:0022821; GO:0090333; GO:0009624; GO:0010043; GO:0055069
Q94BZ1,ZIFL1,At5g13750,,Arabidopsis thaliana,Protein ZINC INDUCED FACILITATOR-LIKE 1,,,Q94BZ1; C0Z283; Q2V381; Q56WZ9; Q8LC71; Q9FKI7,,GO:0016021; GO:0009705; GO:0005886; GO:0022821; GO:0010540; GO:0009630; GO:0090333; GO:0080167; GO:0009414; GO:0048364
Q9FKI6,At5g13760,At5g13760,,Arabidopsis thaliana,Gb|AAF63775.1,,,Q9FKI6,,GO:0016021
Q66GP4,MXE10.6,At5g13770,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At5g13770, chloroplastic",,,Q66GP4; Q9FKI5,,GO:0009507; GO:0009658
Q9FKI4,NAA10,At5g13780,N-acetyltransferase(2|152),Arabidopsis thaliana,N-terminal acetyltransferase A complex catalytic subunit NAA10,,2.3.1.255,Q9FKI4,K20791,GO:0005829; GO:0031415; GO:0009536; GO:0008080; GO:1990190; GO:1990189; GO:0009793; GO:0018002; GO:0017198; GO:0009414
Q38847,AGL15,At5g13790,MADS-box(1|61),Arabidopsis thaliana,Agamous-like MADS-box protein AGL15,,,Q38847; Q38839,,GO:0005737; GO:0005634; GO:0003677; GO:0003700; GO:0000981; GO:0042803; GO:0000977; GO:0043565; GO:0008134; GO:0000976; GO:0071365; GO:0009793; GO:0010227; GO:0060867; GO:0010047; GO:0045487; GO:0060862; GO:0009910; GO:0010629; GO:2000692; GO:0048577; GO:0045892; GO:0045944; GO:0045893; GO:0010262
Q9FFZ1,PPH,At5g13800,,Arabidopsis thaliana,"Pheophytinase, chloroplastic",,3.1.1.-,Q9FFZ1,,GO:0009507; GO:0009570; GO:0009535; GO:0080124; GO:0015996
Q9FFZ0,MAC12.24,At5g13810,Glutaredoxin(117|222),Arabidopsis thaliana,AT5g13810/MAC12_24,,,Q9FFZ0,K17479,GO:0009055; GO:0015035
Q9FFY9,TRP4,At5g13820,,Arabidopsis thaliana,Telomere repeat-binding protein 4,,,Q9FFY9; O81375; Q0WUW8,,GO:0000781; GO:0005634; GO:0003677; GO:0003691; GO:0042162; GO:0000723
Q9SXH3,ftsJ,At5g13830,FtsJ(19|223),Arabidopsis thaliana,FtsJ,,,Q9SXH3,,GO:0008173; GO:0008650; GO:0001510
Q8LPL5,FZR3,At5g13840,,Arabidopsis thaliana,Protein FIZZY-RELATED 3,,,Q8LPL5; Q9FFY8,K03364,GO:0005680; GO:0010997; GO:1990757; GO:0031145; GO:0007049; GO:0051301; GO:1905786; GO:0016567
AT5G02105,AT5G02105,AT5G02105,,n/a,unknown,,,,,
AT5G13845,AT5G13845,AT5G13845,,n/a,unknown,,,,,
Q6ICZ8,MAC12.19,At5g13850,NAC-A/B(56|121),Arabidopsis thaliana,Nascent polypeptide-associated complex subunit alpha-like protein 3,,,Q6ICZ8; Q9FFY7,K03626,GO:0005737; GO:0005829; GO:0022626; GO:0005794; GO:0005854; GO:0009506; GO:0009536; GO:0051082; GO:0006612
AT5G02115,AT5G02115,AT5G02115,,n/a,unknown,,,,,
Q9FFY6,ELCL,At5g13860,UEV(18|162),Arabidopsis thaliana,Protein ELC-like,,,Q9FFY6,K12183,GO:0000813; GO:0005770; GO:0006464; GO:0015031
Q9XIW1,XTH5,At5g13870,GH16(23|220),Arabidopsis thaliana,Probable xyloglucan endotransglucosylase/hydrolase protein 5,,2.4.1.207,Q9XIW1,K08235,GO:0048046; GO:0005618; GO:0004553; GO:0016762; GO:0042546; GO:0071555; GO:0010411
Q9FFY5,MAC12.16,At5g13880,,Arabidopsis thaliana,Cotton fiber protein,,,Q9FFY5,,
Q9FFY4,MAC12.15,At5g13890,,Arabidopsis thaliana,At5g13890,,,Q9FFY4,,GO:0016021
Q9FFY3,VAS,At5g13900,,Arabidopsis thaliana,Lipid transfer-like protein VAS,,,Q9FFY3,,GO:0031225; GO:0008289
Q9M644,LEP,At5g13910,,Arabidopsis thaliana,Ethylene-responsive transcription factor LEP,,,Q9M644,K09286,GO:0005634; GO:0003700; GO:0000976; GO:0009873; GO:0009740; GO:0010030; GO:0009739
Q9FFY2,MAC12.12,At5g13920,CCHC-type(11|25),Arabidopsis thaliana,Emb|CAB86673.1,,,Q9FFY2,,GO:0003676; GO:0008270
P13114,CHS,At5g13930,,Arabidopsis thaliana,Chalcone synthase,,2.3.1.74,P13114; Q43132; Q940L6; Q941R9,K00660,GO:0005783; GO:0005634; GO:0009705; GO:0016210; GO:0009926; GO:0009813; GO:0031540; GO:0009733; GO:0009629; GO:0009753; GO:0006979; GO:0010224; GO:0009611
F4K5D9,MAC12.10,At5g13940,,Arabidopsis thaliana,Aminopeptidase,,,F4K5D9,,GO:0016021; GO:0004177
AT5G02125,AT5G02125,AT5G02125,,n/a,unknown,,,,,
F4K5E2,MAC12.8,At5g13950,,Arabidopsis thaliana,Nuclear factor kappa-B-binding protein,,,F4K5E2,,GO:0031011
Q8GZB6,KYP,At5g13960,YDG(149|302),Arabidopsis thaliana,"Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4",,2.1.1.-,Q8GZB6; Q9C5P3; Q9FFX9,K11420,GO:0000775; GO:0005634; GO:0010385; GO:0046974; GO:0008327; GO:0010428; GO:0010429; GO:0008270; GO:0051567; GO:0016571; GO:0010216; GO:0018022
Q9FFX8,MAC12.6,At5g13970,,Arabidopsis thaliana,Protein TSSC4,,,Q9FFX8,,
Q8LPJ3,MAC12.5,At5g13980,,Arabidopsis thaliana,Probable alpha-mannosidase At5g13980,,3.2.1.24,Q8LPJ3; Q3E9H8; Q9FFX7,K01191,GO:0048046; GO:0005618; GO:0099503; GO:0005774; GO:0005773; GO:0004559; GO:0030246; GO:0046872; GO:0006013
A0A178UPG0,At5g13990,At5g13990,,Arabidopsis thaliana,Exocyst subunit Exo70 family protein,,,A0A178UPG0,K07195,GO:0000145; GO:0006887; GO:0015031
Q9FFX5,NAC084,At5g14000,NAC(15|160),Arabidopsis thaliana,At5g14000,,,Q9FFX5,,GO:0003700; GO:0000976
A0A1P8BHD4,MAC12.31,At5g14020,BRO1(24|291),Arabidopsis thaliana,Endosomal targeting BRO1-like domain-containing protein,,,A0A1P8BHD4,,
A0A1P8BF69,MUA22.2,At5g14030,,Arabidopsis thaliana,Translocon-associated protein beta (TRAPB) family protein,,,A0A1P8BF69,,
Q9FMU6,AT5,At5g14040,,Arabidopsis thaliana,"Mitochondrial phosphate carrier protein 3, mitochondrial",,,Q9FMU6; O80415; Q56WI0,K15102,GO:0005618; GO:0031305; GO:0005739; GO:0005774; GO:0005315; GO:0035435; GO:0009651
Q9FMU5,MUA22.5,At5g14050,,Arabidopsis thaliana,U3 small nucleolar RNA-associated protein 18 homolog,,,Q9FMU5,K14553,GO:0080008; GO:0034388; GO:0032040; GO:0006364
O23653,AK2,At5g14060,ACT 1(401|479),Arabidopsis thaliana,"Aspartokinase 2, chloroplastic",,2.7.2.4,O23653; Q9FMU4; Q9FY44,K00928,GO:0009570; GO:0005737; GO:0004072; GO:0005524; GO:0009090; GO:0009089; GO:0009088
Q8LF89,GRXC8,At5g14070,Glutaredoxin(31|139),Arabidopsis thaliana,Glutaredoxin-C8,,,Q8LF89; B0FL43; Q9FMU3,,GO:0005737; GO:0005634; GO:0009055; GO:0015035; GO:0048653; GO:0000122; GO:0045892
Q9FMU2,MUA22.8,At5g14080,,Arabidopsis thaliana,Pentatricopeptide repeat-containing protein At5g14080,,,Q9FMU2,,GO:0009507
Q5XV40,LA1,At5g14090,,Arabidopsis thaliana,Protein LAZY 1,,,Q5XV40; Q9FMU1,,GO:0016021; GO:0005634; GO:0005886; GO:0009959; GO:0009958; GO:2000012; GO:0040008
Q8LEF6,NAP14,At5g14100,ABC transporter(51|278),Arabidopsis thaliana,"ABC transporter I family member 11, chloroplastic",,,Q8LEF6; Q9FMU0,,GO:0009507; GO:0009941; GO:0009706; GO:0005524; GO:0016887; GO:0042626; GO:0009658; GO:0055076
A0A178UG59,At5g14105,At5g14105,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UG59,,
Q9FMT9,MUA22.11,At5g14110,,Arabidopsis thaliana,Peroxidase (DUF 3339),,,Q9FMT9,,GO:0031225; GO:0016021; GO:0004601
A0A178UJV5,At5g14120,At5g14120,Nodulin-like(16|263),Arabidopsis thaliana,Nodulin-like domain-containing protein,,,A0A178UJV5,,GO:0016021
AT5G02155,AT5G02155,AT5G02155,,n/a,unknown,,,,,
Q96509,P55,At5g14130,,Arabidopsis thaliana,Peroxidase 55,,1.11.1.7,Q96509,K00430,GO:0005576; GO:0020037; GO:0046872; GO:0004601; GO:0042744; GO:0006979
Q0WRF4,MUA22.14,At5g14140,C2H2-type(98|119),Arabidopsis thaliana,Nucleic acid binding / zinc ion binding protein,,,Q0WRF4,,
Q9FMT6,MUA22.15,At5g14150,DUF642(22|180),Arabidopsis thaliana,Emb|CAB87702.1,,,Q9FMT6,,GO:0031225
Q9FMT5,MUA22.16,At5g14160,F-box(14|60),Arabidopsis thaliana,Putative F-box protein At5g14160,,,Q9FMT5,,
Q9FMT4,MUA22.17,At5g14170,SWIB/MDM2(314|391),Arabidopsis thaliana,SWI/SNF complex component SNF12 homolog,,,Q9FMT4,K11650,GO:0005634; GO:0006325; GO:0006281; GO:0009909; GO:0010468; GO:2000024; GO:0010224; GO:0048364
Q67ZU1,LIP2,At5g14180,,Arabidopsis thaliana,Triacylglycerol lipase 2,,3.1.1.3,Q67ZU1; Q681B0; Q6VY31; Q94AE7; Q9FMT2; Q9FMT3,,GO:0005576; GO:0016298; GO:0004806; GO:0002213; GO:0016042
Q9FMT1,IMD1,At5g14200,,Arabidopsis thaliana,"3-isopropylmalate dehydrogenase 1, chloroplastic",,1.1.1.85,Q9FMT1; Q8VXU4,K21360,GO:0009507; GO:0009570; GO:0005829; GO:0009536; GO:0003862; GO:0000287; GO:0051287; GO:0009553; GO:0019761; GO:0009098; GO:0009555; GO:0009753; GO:0009611
A0A384KDD9,AXX17_At5g13670,AXX17_At5g13670,Protein kinase(490|789),Arabidopsis thaliana,Protein kinase domain-containing protein,,,A0A384KDD9,,GO:0016021; GO:0005524; GO:0004672
Q8S9J1,PPO2,At5g14220,,Arabidopsis thaliana,"Protoporphyrinogen oxidase 2, chloroplastic/mitochondrial",,1.3.3.4,Q8S9J1; F4K5H8; Q9FMS9; Q9LYA7,K00231,GO:0009507; GO:0009941; GO:0005739; GO:0009536; GO:0016491; GO:0004729; GO:0015995; GO:0009793; GO:0006782
AT5G02185,AT5G02185,AT5G02185,,n/a,unknown,,,,,
F4K5I0,At5g14230,At5g14230,,Arabidopsis thaliana,Ankyrin,,,F4K5I0,,
AT5G02195,AT5G02195,AT5G02195,,n/a,unknown,,,,,
Q9LYA5,At5g14240,At5g14240,Phosducin(59|187),Arabidopsis thaliana,Thioredoxin superfamily protein,,,Q9LYA5,,
Q8W575,CSN3,At5g14250,PCI(196|365),Arabidopsis thaliana,COP9 signalosome complex subunit 3,,,Q8W575; Q93VY1; Q9LYA4,K12177,GO:0008180; GO:0005829; GO:0007275; GO:0010971; GO:0000338; GO:0009585; GO:0006511
Q8VZB5,At5g14260,At5g14260,Rubis-subs-bind(362|483),Arabidopsis thaliana,Rubisco methyltransferase family protein,,,Q8VZB5,,GO:0009507; GO:0009570; GO:0009536; GO:0016279; GO:0018026
Q93YS6,GTE9,At5g14270,Bromo(149|221),Arabidopsis thaliana,Transcription factor GTE9,,,Q93YS6; B9DFD6; Q9LYA2,,GO:0005634
A0A1R7T3J3,At5g14275,At5g14275,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1R7T3J3,,
P0DKL0,GPL2,At5g14280,,Arabidopsis thaliana,GLABROUS1 enhancer-binding protein-like 2,,,P0DKL0; Q9LYA1,,GO:0005634; GO:0006355
Q8GYK7,At5g14285,At5g14285,TLC(38|248),Arabidopsis thaliana,TLC domain-containing protein At5g14285,,,Q8GYK7; Q9LYA1,,GO:0016021
Q8LED9,CXE16,At5g14310,,Arabidopsis thaliana,Probable carboxylesterase 16,,3.1.1.1,Q8LED9; Q9LY98,,GO:0016787; GO:0080030
P42732,RPS13,At5g14320,,Arabidopsis thaliana,"30S ribosomal protein S13, chloroplastic",,,P42732; Q9LY97,K02952,GO:0009507; GO:0009941; GO:0009570; GO:0005739; GO:0015935; GO:0019843; GO:0003735; GO:0006412
A0A178UJM9,At5g14330,At5g14330,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UJM9,,GO:0016021
A0A178UPE5,At5g14340,At5g14340,HTH myb-type(9|61),Arabidopsis thaliana,MYB40,,,A0A178UPE5,,GO:0005634; GO:0003677
Q9LY94,At5g14345,At5g14345,Phytocyanin(382|480),Arabidopsis thaliana,Uncharacterized protein F18O22_140,,,Q9LY94,,GO:0009055
F4K6R8,At5g14350,At5g14350,,Arabidopsis thaliana,Pentatricopeptide repeat (PPR) superfamily protein,,,F4K6R8,,
A0A178U7B6,At5g14360,At5g14360,Ubiquitin-like(70|138),Arabidopsis thaliana,Ubiquitin-like domain-containing protein,,,A0A178U7B6,,
Q949T9,At5g14370,At5g14370,CCT(294|336),Arabidopsis thaliana,CCT motif family protein,,,Q949T9,,GO:0005634; GO:0006355
Q9LY91,AGP6,At5g14380,,Arabidopsis thaliana,Classical arabinogalactan protein 6,,,Q9LY91; Q9XFR4,,GO:0031225; GO:0031012; GO:0005886; GO:0009860; GO:0010208
A0A178UAM1,At5g14390,At5g14390,Hydrolase_4(8|85),Arabidopsis thaliana,Hydrolase_4 domain-containing protein,,,A0A178UAM1,,
F4K6S3,CYP724A1,At5g14400,,Arabidopsis thaliana,"Cytochrome P450, family 724, subfamily A, polypeptide 1",,,F4K6S3,,GO:0020037; GO:0005506; GO:0016705; GO:0010012; GO:0016132
A0A1R7T3K1,At5g14410,At5g14410,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1R7T3K1,,
Q9LY87,RGLG2,At5g14420,VWFA(122|342),Arabidopsis thaliana,E3 ubiquitin-protein ligase RGLG2,,2.3.2.27,Q9LY87,K16280,GO:0005634; GO:0005886; GO:0046872; GO:0004842; GO:0009738; GO:0009850; GO:0009690; GO:0080148
Q8VZV7,At5g14430,At5g14430,,Arabidopsis thaliana,Probable methyltransferase PMT9,,2.1.1.-,Q8VZV7; Q56W07; Q9LY86,,GO:0005737; GO:0005768; GO:0005794; GO:0000137; GO:0000139; GO:0016021; GO:0009505; GO:0005802; GO:0005774; GO:0008168; GO:0032259
Q6NPE4,At5g14440,At5g14440,,Arabidopsis thaliana,At5g14440,,,Q6NPE4,,
AT5G02225,AT5G02225,AT5G02225,,n/a,unknown,,,,,
Q9LY84,At5g14450,At5g14450,,Arabidopsis thaliana,GDSL esterase/lipase At5g14450,,3.1.1.-,Q9LY84,,GO:0005576; GO:0009505; GO:0009506; GO:0016788; GO:0016042
Q0WVR7,At5g14460,At5g14460,TruB_N(342|492),Arabidopsis thaliana,Pseudouridine synthase family protein,,,Q0WVR7,K03177,GO:0005739; GO:0009982; GO:0003723; GO:1990481; GO:0006400
Q9LY82,GLCAK2,At5g14470,,Arabidopsis thaliana,Probable glucuronokinase 2,,2.7.1.43,Q9LY82; Q5PP60,K16190,GO:0005829; GO:0005524; GO:0047940; GO:0046872; GO:0004496; GO:0005975; GO:0019287
A0A178UKL0,At5g14480,At5g14480,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UKL0,K00737,GO:0016021; GO:0003830; GO:0006487
Q9LY80,NAC085,At5g14490,NAC(58|217),Arabidopsis thaliana,NAC domain containing protein 85,,,Q9LY80,,GO:0003677; GO:0003700
Q5EAF4,T15N1.5,At5g14500,,Arabidopsis thaliana,Glucose-6-phosphate 1-epimerase,,5.1.3.15,Q5EAF4,,GO:0030246; GO:0047938; GO:0005975
Q9LY78,T15N1.2,At5g14510,,Arabidopsis thaliana,ARM repeat superfamily protein,,,Q9LY78,,GO:1990805; GO:0005737; GO:0005634; GO:0010087
A0A1P8BB23,At5g14515,At5g14515,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BB23,,
Q9LYK7,PES,At5g14520,BRCT(332|422),Arabidopsis thaliana,Pescadillo homolog,,,Q9LYK7,K14843,GO:0005730; GO:0005654; GO:0070545; GO:0030687; GO:0043021; GO:0000466; GO:0000463; GO:0090069; GO:2000232
Q9LYK6,APRF1,At5g14530,,Arabidopsis thaliana,Protein ANTHESIS POMOTING FACTOR 1,,,Q9LYK6,K14962,GO:0080008; GO:0005634; GO:0048188; GO:0003682; GO:0009908; GO:0080182; GO:0016571; GO:0048586; GO:0048510
Q9LYK5,T15N1_30,At5g14540,,Arabidopsis thaliana,Uncharacterized protein T15N1_30,,,Q9LYK5,,
ENSRNA049493582,ENSRNA049493582,ENSRNA049493582,,n/a,unknown,,,,,
B6IDH4,T15N1.40,At5g14550,,Arabidopsis thaliana,At5g14550,,,B6IDH4,,GO:0016020; GO:0016757
Q9LYK2,NRT2.7,At5g14570,,Arabidopsis thaliana,High affinity nitrate transporter 2.7,,,Q9LYK2,K02575,GO:0016021; GO:0009705; GO:0005886; GO:0015112; GO:0071249; GO:0042128; GO:0015706
Q9S7G6,PNP2,At5g14580,KH(609|667),Arabidopsis thaliana,"Polyribonucleotide nucleotidyltransferase 2, mitochondrial",,2.7.7.8,Q9S7G6,K00962,GO:0005829; GO:0005739; GO:0000175; GO:0004654; GO:0003723; GO:0000958; GO:0000965; GO:0000957; GO:0000963; GO:0006397; GO:0006401; GO:0006364; GO:0008033
Q8LPJ5,T15N1.80,At5g14590,,Arabidopsis thaliana,"Isocitrate dehydrogenase [NADP], chloroplastic/mitochondrial",,1.1.1.42,Q8LPJ5; Q9LYK1,K00031,GO:0009507; GO:0009570; GO:0009534; GO:0005829; GO:0005739; GO:0009536; GO:0004450; GO:0000287; GO:0051287; GO:0006102; GO:0006739; GO:0006099
A0A178UJ48,AN1_LOCUS22230,AXX17_At5g14090,,Arabidopsis thaliana,tRNA (adenine(58)-N(1))-methyltransferase,,2.1.1.220,A0A178UJ48,K07442,GO:0031515; GO:0016429
A0A178UDC9,AN1_LOCUS22231,AXX17_At5g14100,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UDC9,,
Q9LYJ9,RH46,At5g14610,WW(15|49),Arabidopsis thaliana,DEAD-box ATP-dependent RNA helicase 46,,3.6.4.13,Q9LYJ9; Q0WQ84,K12823,GO:0005737; GO:0005634; GO:1990904; GO:0005524; GO:0003723; GO:0003724
Q9M548,DRM2,At5g14620/At5g14630,UBA 1(59|101),Arabidopsis thaliana,DNA (cytosine-5)-methyltransferase DRM2,,2.1.1.37,Q9M548; Q9LYJ7; Q9LYJ8,,GO:0005654; GO:0005634; GO:0003886; GO:0003677; GO:0009008; GO:0050832; GO:0006306; GO:0016458; GO:0051567
Q8VZD5,ASK5,At5g14640,Protein kinase(74|358),Arabidopsis thaliana,Shaggy-related protein kinase epsilon,,2.7.11.1,Q8VZD5; Q9LYJ6,K03083,GO:0005737; GO:0005829; GO:0005524; GO:0004674; GO:0006972; GO:0046777; GO:0009651; GO:0007165
Q9LYJ5,At5g14650,At5g14650,,Arabidopsis thaliana,Pectin lyase-like superfamily protein,,,Q9LYJ5,,GO:0005618; GO:0016829; GO:0004650; GO:0005975
Q9FUZ2,DEF2,At5g14660,,Arabidopsis thaliana,"Peptide deformylase 1B, chloroplastic/mitochondrial",,3.5.1.88,Q9FUZ2; Q8LEH0; Q949U8; Q9LYJ4,K01462,GO:0009507; GO:0009570; GO:0005739; GO:0009536; GO:0046872; GO:0042586; GO:0018206; GO:0006412
Q9LYJ3,ARFA1B,At5g14670,,Arabidopsis thaliana,ADP-ribosylation factor A1B,,,Q9LYJ3,K07937,GO:0005737; GO:0005794; GO:0009536; GO:0005525; GO:0016004; GO:0006886; GO:0016192
A0A178UPL4,At5g14680,At5g14680,Usp(23|162),Arabidopsis thaliana,Usp domain-containing protein,,,A0A178UPL4,,
Q9LYJ1,T9L3.3,At5g14690,,Arabidopsis thaliana,At5g14690,,,Q9LYJ1,,GO:0016021
Q9LYJ0,T9L3.2,At5g14700,Epimerase(55|260),Arabidopsis thaliana,Cinnamoyl CoA reductase-like protein,,,Q9LYJ0,,GO:0016491; GO:0016616
A0A178U9J1,AN1_LOCUS22241,AXX17_At5g14210,,Arabidopsis thaliana,Proteasome assembly chaperone 3,,,A0A178U9J1,K11877,
Q84WU5,T9L3.20,At5g14720,Protein kinase(16|277),Arabidopsis thaliana,Protein kinase superfamily protein,,,Q84WU5; A0A178UBM1,K08835,GO:0005886; GO:0005524; GO:0004672
Q9LER3,T9L3.30,At5g14730,,Arabidopsis thaliana,At5g14730,,,Q9LER3,,
P42737,CA2,At5g14740,,Arabidopsis thaliana,"Beta carbonic anhydrase 2, chloroplastic",,4.2.1.1,P42737; B9DHN2; F4K874; Q42116; Q9FDZ0; Q9LER2,K01673,GO:0048046; GO:0009507; GO:0009941; GO:0009570; GO:0009535; GO:0005737; GO:0005829; GO:0009536; GO:0004089; GO:0008270; GO:0015976; GO:0042742
Q9SEI0,WER,At5g14750,HTH myb-type 1(13|65),Arabidopsis thaliana,Transcription factor WER,,,Q9SEI0; Q9ZTD2,K09422,GO:0005634; GO:0003677; GO:0003700; GO:0000976; GO:0030154; GO:0045165; GO:0045893; GO:0048765
Q94AY1,AO,At5g14760,,Arabidopsis thaliana,"L-aspartate oxidase, chloroplastic",,1.4.3.16,Q94AY1; Q9LER1,K00278,GO:0009507; GO:0008734; GO:0044318; GO:0009435
Q9LER0,T9L3_70,At5g14770,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At5g14770, mitochondrial",,,Q9LER0; F4K880,,GO:0005739
Q9S7E4,FDH,At5g14780,,Arabidopsis thaliana,"Formate dehydrogenase, chloroplastic/mitochondrial",,1.17.1.9,Q9S7E4,K00122,GO:0009507; GO:0005829; GO:0009326; GO:0005739; GO:0009536; GO:0009579; GO:0008863; GO:0051287; GO:0016616; GO:0042183; GO:0046686
Q9LEQ9,T9L3.90,At5g14790,TOG(74|312),Arabidopsis thaliana,ARM repeat superfamily protein,,,Q9LEQ9,,GO:0005881; GO:0008017; GO:0000226
P54904,PROC1,At5g14800,,Arabidopsis thaliana,Pyrroline-5-carboxylate reductase,,1.5.1.2,P54904,K00286,GO:0005618; GO:0005829; GO:0004735; GO:0055129; GO:0009408; GO:0009651
Q9LEQ7,T9L3_120,At5g14820,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At5g14820, mitochondrial",,,Q9LEQ7,,GO:0005739
Q94A15,GT22,At5g14850,,Arabidopsis thaliana,Mannosyltransferase APTG1,,2.4.1.-,Q94A15; Q9LEQ5,,GO:0005783; GO:0005789; GO:0016021; GO:0090406; GO:0000026; GO:0004376; GO:0000030; GO:0016255; GO:0009793; GO:0006506; GO:0010183
Q1PDW8,T9L3.160,At5g14860,Tudor(254|315),Arabidopsis thaliana,Glycosyltransferase,,2.4.1.-,Q1PDW8,,GO:0008194
Q9LEQ3,CNGC18,At5g14870,IQ(585|614),Arabidopsis thaliana,Cyclic nucleotide-gated ion channel 18,,,Q9LEQ3,K05391,GO:0016324; GO:0030659; GO:0016021; GO:0005262; GO:0005516; GO:0030552; GO:0030553; GO:0006874; GO:0009860
Q9M7J9,POT8,At5g14880,,Arabidopsis thaliana,Potassium transporter 8,,,Q9M7J9; Q9LEQ2,K03549,GO:0016021; GO:0016020; GO:0005886; GO:0015079; GO:0006813
A0A178UIP3,At5g14890,At5g14890,,Arabidopsis thaliana,Uncharacterized protein,,,A0A178UIP3,,GO:0016021
A0A1P8BDM5,At5g14895,At5g14895,,Arabidopsis thaliana,NHL domain protein,,,A0A1P8BDM5,,
A0A384L8F9,C24_LOCUS22148,AXX17_At5g14380,,Arabidopsis thaliana,HMA domain-containing protein,,,A0A384L8F9,,GO:0046872; GO:0030001
Q9LFR3,GASA14,At5g14920,,Arabidopsis thaliana,Gibberellin-regulated protein 14,,,Q9LFR3; Q8LBI7,,GO:0005576; GO:0005886; GO:0009536; GO:0009740; GO:2000377; GO:0009737; GO:0009739; GO:0009651
Q4F883,SAG101,At5g14930,,Arabidopsis thaliana,Senescence-associated carboxylesterase 101,,3.1.1.1,Q4F883; F4K898; Q8LCZ8; Q9LFR2,,GO:0005737; GO:0016021; GO:0005634; GO:0052689; GO:0080030; GO:0007568; GO:0050829; GO:0060866; GO:0016042; GO:1900426; GO:1902290; GO:0002230; GO:1900057
Q9LFR1,NPF5.8,At5g14940,,Arabidopsis thaliana,Protein NRT1/ PTR FAMILY 5.8,,,Q9LFR1; Q0WVI4,,GO:0016021; GO:0022857; GO:0009624
Q9LFR0,GMII,At5g14950,,Arabidopsis thaliana,Alpha-mannosidase 2,,3.2.1.114,Q9LFR0; Q940T6,K01231,GO:0005768; GO:0005794; GO:0000137; GO:0000139; GO:0016021; GO:0005802; GO:0004559; GO:0030246; GO:0004572; GO:0046872; GO:0042538; GO:0006013; GO:0006491; GO:0006487
Q9LFQ9,E2FD,At5g14960,,Arabidopsis thaliana,E2F transcription factor-like E2FD,,,Q9LFQ9,,GO:0005634; GO:0090575; GO:0003677; GO:0003700; GO:0000981; GO:0043565; GO:0008134; GO:0007049; GO:0000122; GO:0008284; GO:0045944; GO:0051726; GO:0009733
Q9LFQ8,F2G14.90,At5g14970,,Arabidopsis thaliana,At4g33110,,,Q9LFQ8,,
Q9LFQ7,At5g14980,At5g14980,Hydrolase_4(55|298),Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,Q9LFQ7,,GO:0005783; GO:0005794; GO:0016020; GO:0047372; GO:0016298
A0A178UN89,At5g14980,At5g14980,Hydrolase_4(55|298),Arabidopsis thaliana,Hydrolase_4 domain-containing protein,,,A0A178UN89,,
B3H4Y8,At5g15008,At5g15008,,Arabidopsis thaliana,Uncharacterized protein,,,B3H4Y8,,
Q9LFQ4,At5g15010,At5g15010,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At5g15010, mitochondrial",,,Q9LFQ4,,GO:0005739
Q9LFQ3,SNL2,At5g15020,PAH 1(46|116),Arabidopsis thaliana,Paired amphipathic helix protein Sin3-like 2,,,Q9LFQ3; Q8GWB6,K11644,GO:0000785; GO:0005829; GO:0000118; GO:0003714; GO:0016575; GO:0000122
AT5G15022,AT5G15022,AT5G15022,,n/a,unknown,,,,,
